101.600000000000	495.300000000000	127	0
101.600000000000	508	88.9000000000000	0
101.600000000000	533.400000000000	203.200000000000	0
101.600000000000	622.300000000000	400	0
101.600000000000	622.300000000000	336.600000000000	0
101.600000000000	762	101.600000000000	0
101.600000000000	685.800000000000	406.400000000000	0
101.600000000000	685.800000000000	406.400000000000	0
101.600000000000	685.800000000000	406.400000000000	0
101.600000000000	1752.60000000000	177.800000000000	0
101.600000000000	1041.40000000000	241.300000000000	0
101.600000000000	1752.60000000000	152.400000000000	0
101.600000000000	1041.40000000000	177.800000000000	0
101.600000000000	1752.60000000000	127	0
101.600000000000	1041.40000000000	177.800000000000	0
101.600000000000	1752.60000000000	152.400000000000	0
101.600000000000	1041.40000000000	177.800000000000	0
101.600000000000	1752.60000000000	152.400000000000	0
101.600000000000	1041.40000000000	203.200000000000	0
101.600000000000	1752.60000000000	152.400000000000	0
101.600000000000	1041.40000000000	177.800000000000	0
101.600000000000	1752.60000000000	127	0
101.600000000000	1041.40000000000	177.800000000000	0
101.600000000000	1752.60000000000	127	0
101.600000000000	1041.40000000000	177.800000000000	0
101.600000000000	1752.60000000000	127	0
101.600000000000	1066.80000000000	101.600000000000	0
584.200000000000	1066.80000000000	400	0
584.200000000000	1066.80000000000	323.900000000000	0
584.200000000000	1397	330.200000000000	0
1143	1397	381	0
1143	2082.80000000000	139.700000000000	0
0	2082.80000000000	50.8000000000000	0
0	1397	203.200000000000	0
0	2184.40000000000	76.2000000000000	0
1168.40000000000	2184.40000000000	114.300000000000	0
1168.40000000000	1397	304.800000000000	0
1168.40000000000	2286	152.400000000000	0
0	2286	76.2000000000000	0
0	1397	228.600000000000	0
0	2463.80000000000	127	0
1016	2463.80000000000	127	0
1016	1270	381	0
0	1562.10000000000	177.800000000000	0
0	800.100000000000	533.400000000000	0
0	749.300000000000	381	0
0	622.300000000000	500	0
0	622.300000000000	440.600000000000	0
0	1016	177.800000000000	0
0	622.300000000000	203.200000000000	0
0	736.600000000000	203.200000000000	0
0	1295.40000000000	279.400000000000	0
0	1300	290	1
0	750	239.250000000000	1
0	764	322.625000000000	1
0	750	290	1
0	800	152.250000000000	1
0	750	764.875000000000	1
0	800	130.500000000000	1
0	850	561.875000000000	1
0	1029.51000000000	141.375000000000	1
0	1830	159.500000000000	1
1029.51000000000	1580	184.875000000000	1
1354.23000000000	1580	217.500000000000	1
0	2346.84000000000	43.5000000000000	1
0	2680	315.375000000000	1
0	2346.84000000000	36.2500000000000	1
1354.23000000000	1580	322.625000000000	1
1354.23000000000	1719.54000000000	61.6250000000000	1
0	2778	257.375000000000	1
1354.23000000000	1580	239.250000000000	1
0	2871	184.875000000000	1
1354.23000000000	1580	195.750000000000	1
1177.11000000000	1580	47.1250000000000	1
944.640000000000	2968	36.2500000000000	1
0	2968	83.3750000000000	1
0	1708.47000000000	76.1250000000000	1
0	1580	126.875000000000	1
